DATAFLOW,LAST UPDATE,freq,indic_bt,nace_r2,s_adj,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,EL,2014,103.3,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,EL,2015,100.0,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,EL,2016,119.4,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,EL,2017,143.5,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,EL,2018,154.9,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,EL,2019,139.7,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,EL,2020,137.2,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,EL,2021,124.5,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,EL,2022,119.5,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,ES,2008,184.7,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,ES,2009,130.8,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,ES,2010,95.4,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,ES,2011,87.9,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,ES,2012,81.7,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,ES,2013,85.9,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,ES,2014,91.7,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,ES,2015,100.0,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,ES,2016,104.7,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,ES,2017,109.0,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,ES,2018,112.3,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,ES,2019,112.4,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,ES,2020,102.2,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,ES,2021,103.3,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,ES,2022,107.0,p
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,FI,2008,154.3,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,FI,2009,100.8,b
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,FI,2010,103.8,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,FI,2011,107.2,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,FI,2012,105.8,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,FI,2013,105.6,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,FI,2014,101.7,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,FI,2015,100.0,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,FI,2016,106.4,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,FI,2017,116.0,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,FI,2018,123.0,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,FI,2019,116.6,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,FI,2020,117.4,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,FI,2021,107.3,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,FI,2022,104.1,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,FR,2008,113.9,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,FR,2009,112.0,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,FR,2010,109.8,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,FR,2011,108.9,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,FR,2012,108.3,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,FR,2013,106.1,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,FR,2014,103.8,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,FR,2015,100.0,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,FR,2016,98.6,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,FR,2017,99.1,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,FR,2018,101.3,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,FR,2019,105.4,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,FR,2020,98.9,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,FR,2021,112.3,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,FR,2022,114.9,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,HR,2008,94.2,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,HR,2009,87.8,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,HR,2010,79.4,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,HR,2011,76.1,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,HR,2012,63.8,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,HR,2013,59.8,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,HR,2014,54.0,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,HR,2015,100.0,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,HR,2016,99.1,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,HR,2017,96.3,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,HR,2018,100.9,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,HR,2019,121.6,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,HR,2020,131.8,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,HR,2021,142.0,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,HR,2022,144.6,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,HU,2008,119.0,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,HU,2009,108.1,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,HU,2010,107.6,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,HU,2011,104.4,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,HU,2012,101.1,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,HU,2013,96.4,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,HU,2014,98.6,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,HU,2015,100.0,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,HU,2016,102.4,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,HU,2017,104.6,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,HU,2018,113.6,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,HU,2019,136.9,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,HU,2020,133.4,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,HU,2021,143.1,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,HU,2022,150.3,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,IE,2008,182.6,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,IE,2009,123.0,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,IE,2010,82.5,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,IE,2011,80.8,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,IE,2012,72.9,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,IE,2013,73.9,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,IE,2014,89.3,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,IE,2015,100.0,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,IE,2016,115.5,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,IE,2017,124.6,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,IE,2018,141.9,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,IE,2019,145.8,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,IE,2020,137.2,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,IE,2021,145.1,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,IE,2022,174.5,p
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,IT,2008,159.8,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,IT,2009,146.8,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,IT,2010,135.2,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,IT,2011,129.4,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,IT,2012,115.3,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,IT,2013,102.7,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,IT,2014,95.0,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,IT,2015,100.0,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,IT,2016,101.1,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,IT,2017,101.7,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,IT,2018,103.2,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,IT,2019,107.4,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,IT,2020,101.0,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,IT,2021,121.6,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,IT,2022,132.0,p
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,LT,2008,134.7,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,LT,2009,92.3,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,LT,2010,82.3,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,LT,2011,87.7,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,LT,2012,91.1,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,LT,2013,92.2,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,LT,2014,96.6,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,LT,2015,100.0,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,LT,2016,95.5,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,LT,2017,96.0,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,LT,2018,101.3,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,LT,2019,105.3,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,LT,2020,98.2,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,LT,2021,97.3,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,LT,2022,98.1,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,LU,2008,106.1,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,LU,2009,105.5,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,LU,2010,105.9,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,LU,2011,106.1,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,LU,2012,100.9,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,LU,2013,96.9,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,LU,2014,100.4,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,LU,2015,100.0,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,LU,2016,103.3,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,LU,2017,104.6,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,LU,2018,108.8,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,LU,2019,110.6,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,LU,2020,99.6,
