DATAFLOW,LAST UPDATE,freq,unit,asset10,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,HR,2018,5315.4,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,HR,2019,6136.3,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,HR,2020,5966.7,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,HR,2021,6350.0,p
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,HR,2022,7086.9,p
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,HU,2015,11380.4,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,HU,2016,9220.0,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,HU,2017,12713.8,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,HU,2018,16378.2,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,HU,2019,19995.8,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,HU,2020,19010.2,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,HU,2021,21487.2,p
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,HU,2022,27188.7,p
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,IE,2015,14220.9,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,IE,2016,16588.2,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,IE,2017,19525.6,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,IE,2018,22722.5,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,IE,2019,25691.2,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,IE,2020,23974.5,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,IE,2021,25880.1,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,IE,2022,31825.6,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,IS,2015,1343.9,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,IS,2016,1865.9,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,IS,2017,2491.9,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,IS,2018,2694.5,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,IS,2019,2822.3,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,IS,2020,2438.7,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,IS,2021,2544.6,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,IS,2022,3152.4,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,IT,2015,130998.8,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,IT,2016,131613.0,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,IT,2017,134773.2,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,IT,2018,139912.1,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,IT,2019,143673.1,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,IT,2020,135300.4,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,IT,2021,180131.3,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,IT,2022,213218.9,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,LT,2015,4097.8,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,LT,2016,3984.5,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,LT,2017,4374.0,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,LT,2018,4992.8,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,LT,2019,5736.3,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,LT,2020,5840.4,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,LT,2021,6303.4,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,LT,2022,7708.9,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,LU,2015,5289.4,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,LU,2016,5830.6,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,LU,2017,5740.0,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,LU,2018,5829.1,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,LU,2019,6539.7,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,LU,2020,6389.8,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,LU,2021,7080.1,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,LU,2022,8378.4,p
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,LV,2015,3009.3,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,LV,2016,2398.1,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,LV,2017,2813.3,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,LV,2018,3540.1,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,LV,2019,3764.1,
ESTAT:NAMA_10_AN6(1.0),15/05/23 23:00:00,A,CP_MEUR,N11KG,LV,2020,3547.7,
